x,y
-0.038594,0.093162
0.017436,0.030666
0.053083,0.058743
0.020367,0.060183
0.012388,0.075694
0.00054455,0.077152
-0.0071467,0.084379
-0.0079791,0.088239
-0.012052,0.074113
-0.014839,0.03957
-0.015668,-0.0058626
-0.015539,-0.056098
0.04892,-0.049063
0.026126,-0.0039433
0.084902,0.0030932
-0.088486,-0.011135
0.027749,0.014396
0.056822,0.024123
0.08566,0.030568
0.0055799,-0.061032
0.015222,-0.059728
0.015859,-0.063773
-0.0036842,-0.078824
-0.02782,-0.098509
0.060125,-0.030294
0.041933,-0.049027
0.014208,-0.078043
-0.027069,-0.11007
0.0098684,0.037905
-0.0068471,0.06785
-0.033528,-0.0020096
-0.023585,0.0040405
-0.008253,0.011186
0.005312,0.010295
0.012133,0.0056706
0.018116,0.0061486
0.010346,0.0075599
-0.0063645,-0.0045278
-0.02215,-0.024403
-0.020832,-0.03274
-0.0062242,-0.04686
0.014492,-0.062698
0.03605,-0.078611
-0.037717,-0.0032676
-0.028847,0.021992
-0.023127,0.054461
-0.016409,-0.052012
0.0080658,-0.079234
0.022378,0.013252
0.066854,-0.016355
0.11001,-0.040537
-0.017239,0.0059419
-0.0035369,-0.0049839
-0.00070701,-0.008041
-0.013799,0.00096226
-0.026014,-0.0024933
-0.049636,-0.0039436
-0.088237,-0.0078531
-0.04532,0.032308
-0.030378,0.024998
-0.006933,0.023811
0.030453,0.021935
0.061209,0.019428
0.09447,0.011099
-0.038423,-0.016168
-0.04573,-0.059156
-0.0010906,0.069738
0.080098,-0.074343
-0.093746,0.025911
0.057696,-0.043781
0.048373,-0.080535
0.039322,-0.11147
-0.040785,0.0219
-0.061429,0.042569
-0.022413,-0.080093
-0.071116,-0.060142
-0.037713,0.10214
0.021432,-0.017759
0.00096171,-0.024469
-0.017964,-0.039692
-0.028365,-0.048282
-0.046837,-0.053673
-0.059105,-0.070229
-0.015401,-0.055795
-0.028875,-0.056042
0.0098461,0.050597
0.0055105,0.047357
0.01284,0.036523
0.028678,0.019766
0.058649,0.014204
0.093471,0.0042779
0.041703,-0.051466
0.079906,-0.042572
0.11187,-0.047352
0.044839,0.0829
-0.030345,-0.038021
-0.039238,-0.029385
-0.050326,-0.012632
-0.067599,0.0071082
0.010485,-0.046563
-0.0014315,-0.010365
-0.0024604,0.017747
0.00076122,0.048092
0.0071366,0.090157
0.046527,-0.072867
0.095175,-0.095267
-0.025458,-0.051488
0.01309,-0.071433
0.055756,-0.08566
0.039938,-0.026692
0.065406,0.00074915
0.079396,0.027963
0.086348,0.053978
-0.016758,-0.041433
-0.04487,-0.021883
-0.077522,-0.018439
0.028632,-0.012717
-0.022235,-0.0011288
-0.086249,0.011598
-0.053997,-0.017192
-0.14282,-0.029291
-0.051006,-0.020301
-0.13136,-0.017525
0.028766,-0.10597
-0.04407,-0.041842
-0.0063063,-0.094853
-0.037615,-0.020665
-0.011786,-0.073441
-0.0089771,0.014989
-0.041984,-0.027276
-0.068396,-0.067602
-0.028038,0.033904
-0.033686,0.027448
-0.023664,0.033152
0.0024233,0.065117
0.027095,0.11036
-0.026708,0.058935
0.030906,-0.04047
0.092878,-0.0282
0.010241,-0.0081945
0.043809,0.01165
0.060545,0.039761
0.091723,0.070441
0.014676,0.041307
0.0050518,0.088659
-0.00044765,-0.00050153
0.035119,-0.0019794
0.061221,-0.0013612
0.087687,-0.0034149
0.033017,0.035475
0.028875,0.097975
0.097552,0.0071447
-0.028182,0.004292
0.0045986,-0.0046378
0.028009,-0.0093543
0.048131,-0.021343
0.062131,-0.051578
0.036025,0.0069005
0.025217,0.0033652
0.0069671,0.0027527
-0.033441,0.0043098
-0.063458,0.0069246
-0.088996,0.018213
0.039842,-0.036506
0.012688,-0.0086544
-0.03452,-0.0031477
0.0025096,-0.02367
0.017789,-0.082577
0.036902,-0.14393
-0.0071547,-0.089692
0.0075061,-0.13703
-0.063381,-0.044789
0.040878,0.0056602
0.046888,-0.02764
0.051428,-0.056247
0.049328,0.0035657
0.040356,-0.0084658
0.042175,-0.0058506
0.042003,0.016067
0.04014,0.03683
0.041899,0.062608
-0.036193,-0.045812
-0.061526,-0.025307
-0.091545,0.0065933
0.018931,-0.032656
0.061663,0.0028054
0.12197,0.044973
-0.044105,0.10075
-0.0086624,0.10788
-0.048195,0.0047377
-0.0119,-0.02798
-0.02735,-0.018834
-0.042801,-0.0096876
-0.047535,-0.023276
-0.017574,-0.047585
0.027972,-0.076083
0.072858,-0.098276
0.045203,-0.018546
0.097374,-0.012228
-0.020332,0.068854
0.030286,0.061551
0.082525,0.057266
0.003748,-0.03881
0.025282,-0.062913
0.048539,-0.071912
-0.047293,-0.011683
-0.034407,-0.011476
-0.030796,0.0034059
-0.026202,0.017805
-0.004444,0.022514
0.0061171,0.023299
0.0039255,0.031396
0.0020933,0.040953
-0.0043113,0.047521
-0.0053589,0.050834
-0.0035377,0.059828
0.00076283,0.070534
0.01984,0.078999
-0.063621,-0.05531
-0.07572,-0.058634
-0.0068371,0.07487
-0.0042417,0.065307
-0.0089469,0.059573
-0.022042,0.062984
-0.036173,0.07805
-0.059984,0.10915
-0.00043116,0.010128
-0.05466,0.049132
0.012104,0.036311
0.059305,0.0783
-0.072415,0.098711
0.057417,0.033623
0.049588,0.065798
-0.010464,-0.0086978
-0.041806,0.0021729
-0.062178,-0.005686
-0.06978,-0.030799
-0.061108,-0.055672
0.083094,-0.012021
0.074176,-0.048868
-0.011864,0.018117
0.010135,-0.03004
0.040102,-0.085608
0.04102,0.071547
-0.030638,-0.025591
-0.08716,-0.091214
0.12229,0.01753
0.071125,-0.11973
0.042787,-0.030401
0.083046,-0.056107
0.12237,-0.081099
-0.055524,0.053937
-0.083254,-0.02152
0.049734,-0.041016
0.021983,-0.053267
-0.018018,-0.056647
-0.077948,-0.060893
-0.041672,0.035015
-0.10074,0.027495
0.0014879,-0.011962
0.0087495,0.047172
0.019308,0.10883
-0.063374,0.0036539
-0.071867,0.025369
-0.081442,0.041485
0.035371,0.065357
-0.0049999,-0.021063
0.021489,-0.0487
0.047002,-0.08389
0.066344,0.0060587
0.08216,0.061573
0.06669,0.015626
0.057376,0.01477
-0.013641,-0.00029077
0.016738,-0.060193
0.03701,0.0057699
0.072266,-0.022416
0.093444,-0.041247
0.1028,-0.052881
-0.049862,0.0076872
-0.053167,0.019114
-0.062618,0.047353
0.070219,0.014436
0.037033,0.053383
0.0025866,0.068508
-0.01795,-0.033169
-0.040157,-0.0086831
-0.054813,0.018026
-0.066702,0.050538
-0.088163,0.097175
-0.00047102,0.03159
-0.057606,0.074667
-0.093821,-0.030108
-0.018411,0.064395
-0.063988,0.14043
-0.089795,-0.086333
-0.030939,-0.01554
-0.027759,-0.036845
0.0040174,-0.040068
0.050191,-0.041327
0.0001688,0.089781
-0.035526,0.037245
-0.026291,0.088264
0.040869,-0.005691
0.028115,-0.045459
0.024242,-0.092643
0.019581,-0.029184
0.061903,-0.084657
-0.0059593,0.013699
0.032837,0.064095
-0.016761,-0.015996
0.0013799,0.043271
-0.0033754,0.090008
0.0020851,-0.023696
-0.01402,-0.012213
-0.033685,0.0016389
-0.070977,0.0015506
-0.014122,0.046131
-0.051485,0.063108
0.042104,0.056142
0.078825,0.087138
-0.066784,0.036839
-0.052313,0.067644
0.037601,-0.05579
0.067766,-0.047087
0.10732,-0.046256
0.004572,0.024618
0.028322,0.04061
0.037535,0.038308
0.036701,0.024328
0.028605,0.019351
0.012015,0.012751
-0.021924,0.014379
-0.067839,0.002735
0.022625,-0.028532
-0.021684,-0.03896
-0.067157,-0.052247
0.040739,0.00047185
0.028039,-0.023847
0.011147,-0.040123
0.0045633,-0.049985
-0.003939,-0.056167
-0.010285,-0.060997
-0.022194,-0.062757
-0.034977,-0.049947
-0.053973,-0.044351
-0.014515,0.030109
-0.035586,0.0022605
-0.0695,-0.014092
-0.086959,0.080776
0.026258,0.011966
-0.00059613,0.048733
-0.032426,0.090122
0.034573,-0.047998
-0.0029797,-0.075373
-0.042379,-0.089168
0.040487,-0.034311
0.079731,-0.032064
0.030388,0.0059296
0.013737,0.042854
0.0051227,0.077492
0.077212,0.045774
0.093225,0.095886
-0.020232,0.028508
-0.010559,0.063087
0.011939,0.095917
-0.040568,-0.025191
-0.063188,-0.070505
0.031168,-0.03442
0.086969,-0.081158
0.025287,-0.078283
0.021532,0.028791
0.087566,0.0025762
-0.1261,0.0059901
0.022337,-0.094436
-0.029009,-0.029933
0.027138,-0.089494
0.011795,-0.035116
0.037143,-0.097613
0.00078032,-0.031581
-0.011566,-0.056273
-0.011256,-0.066026
0.065351,0.035368
0.032427,-0.054828
0.062926,-0.018847
0.10204,0.0218
0.05801,0.025785
0.058736,0.067984
-0.045004,-0.0013581
-0.06394,0.013938
-0.086591,0.037028
-0.053412,-0.082263
-0.0064934,0.073374
-0.057637,0.094377
-0.021814,-0.030382
-0.090783,-0.035237
0.032539,0.017638
0.036543,0.081724
-0.069944,-0.0066312
-0.071782,0.025233
-0.012211,-0.0065564
-0.067202,0.0037019
-0.1219,0.018498
0.013385,0.029496
-0.0085252,0.031807
-0.018817,0.035713
-0.024443,0.047312
-0.013628,0.062113
-0.0035804,0.079545
-0.0024697,0.088339
0.013024,0.09289
0.02671,0.080703
0.055909,0.071647
0.092518,0.046325
0.033539,-0.079138
-0.038316,0.03965
-0.041903,0.0040534
0.033119,0.016211
0.07547,0.015281
-0.0087604,-0.0084874
0.018747,-0.058783
0.027088,-0.010833
0.068219,-0.0027428
-0.083073,0.031595
-0.10493,-0.00055299
0.0027897,-0.023295
0.028611,-0.039357
0.044085,-0.050113
0.045527,-0.047557
0.028554,-0.046754
0.020127,-0.042801
0.01778,-0.043023
-0.011582,-0.045626
-0.052577,-0.066887
0.025544,0.070418
-0.038478,-0.0072376
-0.056191,0.022036
-0.08552,0.046708
-0.031672,0.0097121
-0.012052,0.00072956
0.017669,0.010897
0.075639,0.022532
-0.011772,-0.061541
0.01631,-0.10398
0.011991,-0.14027
0.058882,0.042744
0.032277,-0.044512
0.076048,-0.040061
-0.031895,-0.042071
0.015922,-0.031675
0.063096,-0.019694
0.059678,0.0062508
0.010444,0.048767
0.044812,0.071663
0.06871,0.08573
0.058432,0.00076866
0.02888,0.008998
0.0011351,0.0040204
-0.030994,0.00034777
-0.061323,-0.0073799
-0.090491,-0.031268
-0.03912,-0.041553
-0.050996,0.011017
-0.059695,0.079215
0.019502,0.038121
0.03106,0.096514
0.0037774,-0.11585
-0.053039,-0.16785
-0.043475,-0.068484
0.031199,-0.012886
0.029178,0.033863
0.030904,0.071432
-0.030625,-0.03555
-0.051373,-0.028411
-0.063713,-0.015333
-0.081656,0.014343
-0.11292,0.063506
-0.041479,0.10335
0.047361,0.089673
0.083902,0.090352
-0.040863,0.03335
-0.015506,0.02876
0.0073032,0.023783
0.032129,0.0088881
0.044521,-0.0284
0.047718,-0.065093
0.01624,-0.067806
0.045955,-0.032698
0.082012,0.012271
0.027002,0.028547
0.070053,0.021259
0.030095,-0.029061
0.050901,-0.032732
0.0039435,0.0061542
-0.011819,-0.002709
-0.032069,-0.0070361
-0.054875,-0.024947
0.048045,0.098228
0.0029005,-0.011533
-0.038252,-0.034247
-0.075152,-0.046892
0.033016,-0.0026787
0.063026,-0.034084
0.087621,-0.058124
0.0025301,0.04797
0.016432,0.039013
0.032332,0.046777
0.051423,0.0624
-0.014014,-0.049433
-0.0076212,-0.024527
-0.0090002,-0.006875
-0.0095362,0.015575
-0.017073,0.048649
-0.0072819,-0.046703
-0.012217,-0.014424
-0.026353,0.016045
-0.052488,0.040546
-0.034793,-0.0062224
-0.038198,0.015323
-0.048612,0.023464
-0.067881,0.0085393
0.01984,-0.030468
0.0015474,0.0047901
-0.025513,0.030153
-0.051319,0.065747
-0.066182,-0.026813
-0.04027,-0.012708
-0.059163,-0.072065
-0.058127,-0.036814
-0.059327,0.033789
0.032747,-0.020844
-0.027977,-0.041423
-0.059238,-0.078107
0.044538,-0.0030889
0.030297,0.011465
0.027425,0.016205
0.02314,0.013728
0.031755,0.027254
0.040875,0.029307
0.049704,0.018029
0.075243,0.0098806
-0.095478,-0.040682
-0.097812,0.0038796
0.034019,0.058107
3.2967e-05,-0.013535
0.041775,-0.045763
0.094465,-0.095413
0.011454,0.039689
0.0024342,0.10133
0.080189,0.0034829
-0.053135,0.12718
0.023285,-0.088513
0.00085461,0.025082
0.021001,-0.0067668
0.034926,-0.032831
0.067679,-0.053991
0.046241,-0.017902
0.045929,-0.032942
0.030183,-0.040165
-0.0080508,-0.038474
-0.050751,-0.037355
-0.10298,-0.034414
-0.0085754,0.020678
0.019565,-0.038347
0.025831,-0.091078
-0.024179,-0.063422
0.037055,-0.079121
-0.047783,-0.039451
-0.05027,-0.1052
0.017582,-0.022995
-0.00066837,-0.058045
-0.012241,-0.076632
-0.086809,0.038115
0.010137,-0.025368
0.0069451,0.015584
0.012691,0.052818
-0.0026388,-0.041572
0.023197,-0.023657
0.078125,-0.026284
0.043128,-0.031256
0.10899,-0.037259
-0.0014215,0.092678
0.01968,0.14105
-0.072656,0.049043
0.027059,-0.0063416
0.037579,0.024143
0.046587,0.046452
0.050781,0.070825
-0.011833,-0.024425
-0.00064419,-0.0095594
0.0080662,-0.010353
0.023677,-0.038179
-0.015533,0.00075786
-0.019509,-0.043949
-0.02375,-0.09653
0.03909,-0.11928
-0.019456,-0.06543
-0.015603,-0.10994
0.021793,-0.022629
-0.015388,-0.049204
-0.055484,-0.06328
0.067268,-0.0059322
-0.070695,0.011744
-0.01122,-0.0033615
-0.056903,-0.012758
-0.096836,-0.014548
0.06207,-0.0069306
0.080695,0.024707
0.088419,0.037867
-0.040154,-0.0087802
-0.021612,-0.025033
-0.0077679,-0.026124
0.014731,-0.014556
0.0488,-0.0081418
0.078993,-0.017278
0.024855,-0.0093086
0.01937,0.010498
0.028315,0.024131
0.039161,0.031875
-0.028168,-0.036785
0.011915,-0.03697
0.044642,-0.030991
0.087707,-0.034477
-0.029924,-0.031381
0.00020896,-0.063718
0.013772,-0.085091
0.035752,-0.047939
0.014665,-0.016429
-0.015589,-0.045228
-0.044115,-0.066994
0.037879,0.010523
0.054208,-0.010441
0.082967,-0.011189
0.13293,0.002352
0.061397,0.0021947
0.07843,0.039204
-0.0012051,-0.037209
0.019536,-0.034767
0.048062,-0.03586
0.067321,-0.027705
-0.012847,-0.042444
-0.0084197,-0.019354
0.0022689,-0.0061576
0.020103,-0.0024483
0.035663,0.003268
0.050804,0.0063632
0.071066,0.0070005
0.08632,0.018049
0.049315,0.055958
0.053103,0.038854
0.053558,0.026116
0.064805,0.016509
0.064559,0.0048884
0.060829,0.0029696
0.049992,0.0029509
0.043689,0.013165
0.035382,0.022395
0.030973,0.043471
0.013577,0.073864
0.027787,-0.018977
-0.00026443,-0.020932
-0.016755,-0.020351
-0.033836,-0.012727
0.042523,0.020098
0.019569,0.0092385
0.0096126,-0.0099836
-0.004537,-0.031127
-0.025347,-0.061479
0.052397,-0.0054301
0.041256,-0.043261
0.038908,-0.077398
-0.059119,0.020715
-0.070507,-0.0096041
-0.076143,-0.025033
0.026221,-0.076406
0.017015,-0.09165
0.032089,-0.062583
0.010937,-0.057663
-0.0022546,-0.071549
-0.011062,-0.097495
-0.043059,0.025328
