x,y
-0.009651,0.032742
0.017428,0.046076
0.040922,0.063488
0.060036,0.087308
-0.031399,0.02806
-0.029726,0.066015
0.024016,-0.034153
-0.0063396,-0.011056
-0.040749,0.00082904
-0.081607,0.025016
-0.051451,-0.0393
-0.024335,0.043609
-0.057236,0.047016
-0.06421,0.12429
0.033531,0.099116
-0.10734,-0.034925
-0.014628,-0.06044
-0.023547,-0.1094
-0.048518,-0.0060288
-0.082931,0.0068313
0.034071,0.068083
0.010172,0.062539
-0.024361,0.062211
-0.046097,0.070824
-0.043501,0.047226
-0.063455,0.060065
-0.076902,0.07405
0.017223,-0.027764
0.033986,-0.018716
0.049638,0.0051441
0.065344,0.074189
0.11209,0.064965
0.017639,0.0075441
0.068423,-0.00057088
0.1212,-0.015304
0.0066654,0.059249
0.019039,0.13803
0.07363,0.097392
-0.01276,0.079848
0.0088621,0.014431
0.043589,-0.030637
-0.051456,-0.013377
-0.073841,-0.052527
0.027711,0.02101
0.073075,0.0052448
0.054706,-0.026595
0.026547,-0.064305
-0.0041943,-0.11092
0.020015,-0.01804
-0.0083755,-0.073542
-0.093394,0.024528
-0.0036187,-0.10321
0.055396,-0.032431
0.072065,0.017203
0.13669,-0.0046488
0.031072,-0.031982
0.012187,-0.05558
-0.017854,-0.058945
-0.041393,-0.057573
0.049669,-0.039115
0.05833,-0.016254
0.074949,0.0040593
0.10362,0.012713
0.041804,0.054328
0.031042,-0.058071
-0.0021454,-0.041367
-0.044301,-0.023785
0.00372,0.032031
-0.037527,0.048447
-0.014461,0.032606
-0.020441,0.049555
-0.029358,0.068355
-0.040358,-0.037786
-0.082834,-0.016901
-0.032594,-0.034631
-0.045888,-0.082226
0.00057165,0.038437
-0.044926,0.020418
0.035089,-0.0099966
0.0080862,-0.052813
-0.074281,0.018718
-0.10438,0.022882
-0.016009,0.025537
-0.039112,0.031531
-0.047768,0.038944
-0.060383,0.024843
-0.072556,0.0167
-0.083468,0.013556
-0.081117,0.0087631
-0.075958,-0.0065484
-0.068358,-0.030765
-0.064251,-0.042598
-0.056639,-0.04614
-0.048248,-0.038092
-0.036312,-0.030731
-0.013542,-0.019072
0.0099509,0.0099858
0.051133,0.029097
-0.017036,0.03212
0.00051396,0.015009
0.023169,0.04678
0.043506,0.065312
6.147e-06,0.027056
0.026411,0.0063508
0.065511,-0.027934
0.10682,-0.051155
0.0068558,0.064148
0.058831,0.086036
0.011178,-0.022904
0.038671,0.00074491
0.055943,0.036319
0.064873,0.068444
-0.0058694,0.052499
0.026118,0.070982
0.057719,0.085202
0.074096,0.056817
-0.028627,-0.017507
-0.027509,-0.0091243
-0.035033,0.01115
-0.056711,0.037934
0.014893,-0.11929
-0.012045,0.018781
-0.074352,-0.0104
0.018061,0.023507
0.016404,0.082165
0.015003,0.016082
-0.002519,0.062485
0.017663,0.0084204
0.010559,-0.048316
0.0031988,0.054379
-0.044924,0.075919
-0.069869,0.037848
-0.068526,0.023647
-0.073528,0.018118
-0.088466,0.016876
-0.11753,0.029174
0.015407,-0.037749
-0.003266,-0.0049118
-0.0049388,0.029402
-0.011954,0.059713
0.0010965,-0.010432
0.032176,-0.034651
-0.0024369,0.0061506
0.030343,0.015562
0.056929,0.02673
-0.030136,0.034628
-0.015596,0.0099659
-0.012448,-0.041138
-0.022038,-0.085598
-0.0055355,0.015246
0.060739,0.0071045
0.11821,0.0073504
0.080089,0.0082031
0.065532,0.02314
0.085107,-0.008817
0.092547,-0.028993
-0.059418,0.0052709
-0.062322,0.022534
-0.073839,0.041628
0.03698,-0.035179
-0.010424,-0.031932
-0.069607,-0.039207
-0.013886,0.0085899
-0.080723,-0.032804
-0.06926,-0.020833
-0.050542,0.0096226
-0.085941,0.1032
0.0089819,0.078304
-0.027722,0.13988
-0.0069681,-0.056411
-0.028216,-0.077421
-0.015742,-0.053665
-0.04481,-0.053028
-0.086735,-0.069067
-0.0022115,-0.033952
-0.052535,-0.060608
0.013563,-0.034563
-0.040174,-0.017561
-0.067083,-0.042153
-0.080237,-0.047004
-0.072917,-0.037842
-0.047908,-0.023177
-0.022957,-0.0082066
0.0060871,0.0034576
0.030744,0.018946
0.026798,0.039382
0.020753,0.073189
-0.020699,-0.018543
0.030136,-0.019394
0.077682,-0.02496
0.025787,0.037061
-0.0028106,0.071815
-0.022782,0.10741
-0.0029628,-0.048988
0.011893,-0.065518
0.031036,-0.085261
-0.009571,0.076972
-0.020048,0.092833
0.038414,-0.042928
0.024751,-0.016421
0.012699,0.0054374
-0.0029045,0.024971
-0.028622,0.040556
-0.048002,0.022198
-0.029788,-0.024657
-0.0059891,-0.069971
-0.0065569,0.051024
-0.041867,0.037255
-0.071388,0.030255
-0.0076261,0.028977
0.01137,0.0089926
0.034101,-0.022189
-0.017848,-0.027389
-0.01898,-0.059799
-0.0058069,-0.10162
-0.030716,-0.0037057
-0.03903,-0.047951
-0.068411,-0.098868
-0.011241,-0.062774
0.013829,-0.094295
0.0015885,0.0060449
-0.018032,0.0017403
-0.028034,0.015892
-0.027862,0.025484
-0.028072,0.029299
-0.017849,0.027772
0.0056983,0.026737
0.030299,0.038243
0.052121,0.059277
-0.0075431,-0.012537
-0.02746,0.019523
-0.049768,0.051725
-0.072137,0.08837
-0.0706,0.001581
-0.10311,0.037783
0.078766,0.032987
-0.041393,-0.063026
-0.068647,-0.070339
-0.011602,-0.034616
-0.018761,-0.02588
-0.017147,-0.01428
-0.0072919,-0.0037217
0.0082729,0.015882
0.043409,0.04235
0.070719,0.055988
-0.0068191,-0.017702
0.011452,0.0080575
0.041298,0.026602
0.072453,0.039583
-0.035528,0.0044871
-0.054032,-0.016927
-0.080961,-0.032897
0.02219,0.005343
0.047109,-0.0072533
0.071214,-0.015494
0.093689,-0.042063
-0.0068298,0.06529
-0.011327,0.036957
-0.036945,0.00064516
-0.075463,-0.042585
-0.04046,-0.073718
0.009759,0.050293
-0.012924,0.09807
-0.10296,-0.056566
-0.14229,-0.061356
-0.02694,-0.078777
-0.047416,0.044727
-0.066511,0.045293
-0.028532,-0.040524
-0.018445,-0.018399
-0.0025727,0.0072301
0.00018755,0.046077
0.018618,0.091495
0.037672,-0.011881
0.092121,-0.03639
-0.021338,-0.041002
-0.053077,0.0079215
0.057334,0.0027938
-0.017364,0.070911
0.031806,0.092733
0.034669,0.037739
0.10712,0.036272
0.11049,-0.077292
0.035921,-0.068832
0.070598,-0.10673
0.029164,-0.01373
0.036371,-0.05341
0.02485,-0.091808
0.024107,-0.016276
0.036656,-0.061113
0.049669,-0.11374
0.017789,-0.045251
0.0073809,-0.10132
-0.082912,-0.050961
-0.048278,-0.032028
0.030933,-0.0013105
0.051977,-0.083308
0.080376,-0.08397
-0.087388,-0.029983
-0.064859,-0.058322
0.054226,-0.023137
0.11768,-0.061156
-0.081216,-0.05623
0.012252,0.0066668
0.035376,-0.067112
0.029628,-0.037122
0.066323,-0.10005
-0.0022298,-0.022204
-0.03183,-0.091041
-0.00033535,-0.041963
-0.031382,-0.091719
0.034804,-0.037899
-0.015815,-0.070895
-0.08556,-0.073869
-0.070489,0.055444
-0.045045,0.041568
-0.063828,0.11736
0.0022837,0.061022
-0.049549,0.030684
-0.03283,-0.017507
-0.13088,0.018437
-0.035375,0.080768
0.056361,0.019413
0.12308,-0.037806
-0.048664,0.011209
0.059268,0.026948
0.034706,0.09578
0.060425,0.04846
0.10531,0.036179
0.01712,-0.050735
0.044298,-0.12467
-0.023843,-0.062495
-0.0074934,-0.043091
0.019299,-0.090437
0.0071468,-0.0033347
-0.001162,-0.036139
-0.016766,-0.066262
-0.045654,-0.077924
-0.078759,-0.088943
-0.039815,-0.052513
-0.013541,-0.078814
0.020086,-0.11905
0.045848,-0.039255
-0.011347,-0.035182
-0.044656,-0.1045
-0.020423,-0.12617
0.062354,-0.092539
-0.082322,-0.014098
-0.029869,-0.058767
0.021231,0.047609
-0.0085438,0.080298
-0.05661,-0.093645
0.020273,-0.028925
0.0095384,-0.028906
0.0069869,-0.026174
0.0059476,-0.029964
0.020801,-0.039392
0.045727,-0.051151
0.078031,-0.070679
0.011037,-0.01556
0.053718,0.03717
-0.0087407,0.10415
0.033928,0.0058787
0.07992,0.00025287
0.011001,0.027522
-0.0083543,0.06563
0.0071998,0.09245
0.045157,0.11176
0.030639,-0.041198
0.005498,-0.07951
-0.048683,0.030982
-0.027282,-0.020331
-0.015822,-0.057056
-0.003066,-0.10013
0.12996,-0.035791
-0.035621,-0.090638
0.027511,-0.0085267
-0.0063203,-0.053801
-0.036845,-0.10356
-0.022925,-0.031954
-0.030834,0.010543
-0.046828,0.058316
0.036242,-0.01312
0.055161,0.0015498
0.063528,0.00079333
0.080423,-0.010833
-0.061409,-0.030861
-0.042716,-0.0085045
-0.004566,0.030092
-0.0037746,0.035948
-0.0035215,0.086279
-0.010817,-0.0072018
0.032427,-0.0071394
0.069472,0.0091081
0.017416,0.0056545
0.018185,0.04369
0.023635,0.071167
0.032524,0.10785
0.07645,-0.02248
-0.060614,-0.084925
0.062548,-0.083944
0.014108,0.095166
-0.018395,-0.0070802
0.012637,0.052885
0.03643,0.02853
0.079267,-0.021966
0.1177,-0.070938
-0.056265,-0.1188
0.024825,-0.039732
-0.00962,-0.076523
0.019881,-0.015033
-0.016437,-0.078751
0.071514,-0.0080603
0.14258,-0.081854
-0.14682,-0.021962
-0.037177,-0.097123
-0.052247,-0.1645
-0.09374,-0.061646
-0.041905,-0.015139
-0.10884,0.0088782
-0.0016117,0.05921
-0.045723,-0.0038334
-0.045428,0.05358
-0.0041307,-0.00054195
-0.052084,0.013198
-0.0089949,0.067084
-0.0058208,-0.041658
-0.071738,-0.029543
0.032682,0.046499
0.0059901,0.099688
0.01564,0.0060613
0.06566,0.062746
0.0086678,0.0023765
0.071395,-0.02635
0.052844,0.034274
-0.044425,0.044686
0.03221,0.048424
0.078361,0.034308
0.12278,0.0092609
-0.023645,0.017154
-0.001264,0.053189
0.010853,0.074067
0.0019004,-0.020698
0.039143,-0.027209
0.057581,-0.052756
-0.021532,0.006408
-0.062524,-0.013718
0.016905,-0.030812
-0.024509,-0.0088129
-0.060298,0.0097722
0.017519,0.027081
0.066539,-0.011498
0.12842,-0.065124
-0.075283,-0.11738
0.038299,-0.098132
-0.0053549,-0.090469
-0.039587,-0.00062508
-0.017523,-0.024739
0.0045193,-0.04668
0.031967,-0.063425
0.061484,0.013009
0.070939,0.0094588
0.083788,0.014214
0.098284,0.02685
0.061845,-0.010364
0.072536,0.0095251
-0.027725,-0.061993
-0.043607,-0.036695
-0.060712,-0.0035219
-0.076576,0.024452
-0.018814,-0.1011
-0.035093,-0.096129
0.0094017,0.048855
-0.011735,0.064052
-0.039674,0.083302
0.031219,-0.027764
-0.0014153,-0.007709
-0.033546,0.012592
-0.075505,0.027517
-0.030093,0.053065
-0.01327,0.064735
0.024513,0.035419
0.01965,0.033787
0.019998,0.032554
0.022089,0.030728
0.039366,0.030149
0.077458,0.023899
-0.070279,0.024208
-0.11039,0.020731
-0.019108,-0.065071
-0.017067,-0.097156
0.040331,-0.010443
0.013891,-0.027828
-0.0093831,-0.044375
-0.022752,-0.066871
0.033111,-0.015107
0.0211,-0.010143
0.005246,-0.01578
-0.01842,-0.024147
-0.048136,-0.031435
-0.078089,-0.046586
0.040081,-0.029862
0.034774,-0.0336
0.030829,-0.030139
0.026356,-0.027531
0.035093,-0.014673
0.059526,0.0027762
-0.028199,-0.0915
0.0012869,-0.02826
0.058048,-0.019682
0.098948,-0.0038649
-0.0016342,0.030946
0.0083262,0.078127
-0.0079106,-0.0097602
-0.0018246,-0.0044573
0.0043266,0.002402
0.021456,-0.0043445
0.038684,-0.017803
0.0682,-0.037899
-0.035572,0.044425
-0.0062573,0.030425
0.013577,0.021333
0.031247,0.022135
0.038424,0.029582
0.043608,0.028213
0.044889,0.010697
0.03775,-0.0072509
0.015255,-0.017039
0.0081114,-0.025062
-0.0074851,-0.033244
-0.023589,-0.028359
-0.036525,-0.012099
-0.064995,0.010679
-0.088115,0.051653
-0.13253,0.10338
-0.053341,0.020016
-0.10008,0.054312
-0.04529,-0.016734
-0.039456,-0.041728
-0.028376,-0.067995
-0.082123,0.015552
-0.098718,-0.015906
0.023625,-0.045734
-0.11386,-0.076471
0.04085,0.034393
0.017107,0.033231
-0.0055181,0.042328
-0.0063679,0.022647
-0.00031859,0.0062851
0.011804,-0.014311
0.043254,-0.028284
0.052555,0.0047928
0.070697,-0.040335
-0.023018,-0.089166
-0.057142,0.054857
-0.051756,0.10175
-0.01699,0.004473
-0.042851,0.031457
-0.062979,0.064016
-0.088991,0.10448
-0.027505,0.011413
-0.064885,0.04391
-0.017163,0.039832
-0.00045687,0.072097
-0.0038996,0.038331
-0.028465,0.030343
-0.046038,0.020728
-0.060511,0.013874
-0.065084,0.010487
0.045611,-0.0061227
0.047091,0.0025589
0.053946,0.015338
0.052206,0.017512
0.038064,-0.0042893
0.013575,-0.041386
-0.0028818,-0.070397
0.0085148,-0.078675
-0.0075139,0.020953
-0.039671,0.0014491
-0.064204,-0.017033
-0.09193,-0.0375
-0.036246,0.0085129
-0.028356,-0.0078341
-0.028143,-0.036785
-0.019541,-0.058488
0.065848,-0.031734
0.011902,-0.067666
0.018755,-0.064311
0.018045,-0.057389
0.0074655,-0.043929
-0.0026749,-0.044297
-0.013359,-0.049955
-0.018341,-0.068962
0.044331,-0.024575
0.029967,-0.052404
0.016449,-0.082203
0.015737,-0.10764
-0.035679,0.062521
-0.030774,0.083324
0.019349,-0.025891
0.016994,-0.0075547
0.01642,0.012153
0.01189,0.032084
0.015038,0.048173
0.020461,0.062393
0.036995,0.0984
-0.04158,0.010046
-0.050805,0.049513
0.036154,-0.012123
0.038428,0.019927
0.046346,0.042012
0.059994,0.056842
0.071524,0.062182
0.0065001,-0.033902
0.015162,-0.019722
0.017907,-0.012862
0.012377,0.0064569
-0.0032467,0.036071
-0.011825,0.052713
-0.016943,0.059327
-0.022027,0.054667
-0.032015,0.030319
-0.054372,-0.00084757
-0.091175,-0.032562
0.02028,0.023493
0.022086,0.078787
0.016229,0.01313
-0.0058156,0.057205
0.015283,-0.0015
-0.029757,-0.059715
-0.079036,-0.045666
-0.0090474,-0.014219
-0.037183,-0.037806
-0.071724,-0.060282
-0.05007,-0.098518
0.0032761,-0.036815
-0.014592,-0.016468
-0.028712,0.0091678
-0.044419,0.0391
-0.039864,0.077248
0.03237,0.055925
0.055411,0.11612
-0.065217,0.037156
-0.068414,0.085673
-0.044974,-0.036356
0.039646,0.030023
0.061999,-0.011931
-0.027331,-0.0099061
-0.048467,-0.032429
-0.016499,0.022341
0.0098996,-0.028597
0.023257,-0.10002
0.1092,-0.052082
-0.047626,0.021708
0.035089,0.0096562
0.097918,-0.030043
-0.0067269,-0.073864
0.039227,0.022986
0.025144,0.0076926
0.0075577,0.015286
-0.017391,0.029044
-0.052384,0.049763
-0.019081,0.031978
-0.045724,0.03901
-0.06606,0.068994
-0.013124,0.096364
0.022048,0.020306
0.0051388,0.032539
-0.00089309,0.038171
0.00084248,0.041473
-0.053365,-0.01583
-0.045906,-0.01326
-0.050587,-0.022064
-0.061379,-0.033927
0.024599,0.020357
0.054645,0.0087492
0.10025,0.010721
-0.024932,0.0064793
-0.015565,-0.054692
-0.0020772,-0.12066
0.053693,-0.039769
0.10763,-0.024256
-0.030451,-0.021609
0.019519,-0.0146
0.083951,-0.012341
0.022151,-0.013167
-0.017178,-0.062786
-0.038013,-0.11715
-0.0060073,-0.073796
-0.008079,-0.10339
-0.018,-0.11561
-0.068877,-0.0124
-0.075202,-0.043853
-0.0033833,0.062758
-0.053667,0.020865
-0.11995,-0.028322
-0.14842,-0.038446
-0.080832,-0.051317
-0.076043,0.049144
0.024917,0.013461
0.055094,0.11806
-0.074043,0.090172
0.062651,0.040556
0.13145,0.064144
0.032421,0.045579
0.052133,0.059183
0.058865,0.046121
0.065323,0.013117
0.061664,-0.033281
0.053989,-0.093747
0.075074,-0.027033
-0.0067915,-0.014079
0.042426,-0.059655
0.041509,0.036768
0.099835,0.080768
-0.011331,-0.087893
-0.059959,-0.034379
0.10144,0.027643
0.074056,0.022267
0.14942,0.031385
0.090557,-0.066328
0.027493,-0.063633
0.088154,-0.10788
0.068566,0.057811
-0.033844,0.033535
-0.069603,0.012665
-0.1063,-0.0023585
-0.041448,0.0029716
-0.052231,-0.0094058
-0.070593,-0.023371
0.060367,0.010405
0.028507,-0.047963
-0.046185,0.012989
-0.036233,-0.049867
-0.080833,-0.0681
-0.038414,-0.078983
-0.060495,0.033574
-0.1866,0.061541
0.10477,0.13863
-0.15032,-0.020747
0.17616,0.058922
0.10636,0.08366
-0.046702,0.018872
-0.11136,0.052401
-0.083562,0.068779
-0.0052595,0.032254
-0.039999,0.081049
0.022177,-0.087831
-0.083455,0.0075102
-0.12988,0.043617
0.001864,0.069991
0.12015,-0.015541
-0.051058,0.025256
0.079802,0.079561
0.051326,0.020621
0.060978,0.091276
-0.0033788,0.070622
-0.087994,0.10323
-0.10507,0.029775
0.075407,0.066775
0.058892,0.11162
0.061228,0.10994
-0.025429,0.059262
-0.032433,0.1152
-0.092863,0.065782
-0.0054169,0.11293
0.0047581,0.074152
-0.023893,0.085217
-0.052056,0.094705
-0.10073,-0.0053538
-0.13015,-0.0082289
0.022693,-0.016835
0.0276,-0.061073
0.020441,-0.0034985
0.026246,-0.017151
0.032627,-0.024961
-0.065311,0.0069516
-0.055786,0.046977
-0.054509,0.038695
-0.019367,0.057979
0.033953,0.083585
-0.012049,0.026344
0.057766,0.07846
0.043502,-0.040385
0.03064,-0.03276
-0.013898,-0.096025
0.097365,-0.05192
0.0064338,0.034558
0.087027,0.016908
-0.062193,-0.068024
0.041489,-0.0032324
0.10461,-0.020061
-0.040645,-0.016713
-0.034318,-0.059145
-0.025612,-0.079639
-0.017401,-0.049086
-0.006765,-0.063108
-0.008346,-0.08517
-0.020787,-0.1053
-0.078447,-0.037934
-0.064997,-0.0003942
-0.056739,0.055318
-0.055345,0.12572
-0.060956,-0.066452
0.055542,0.02377
0.084671,0.096386
-0.016771,-0.0035127
-0.085331,-0.021365
-0.036784,0.068047
-0.046906,-0.0046812
-0.062969,0.041047
-0.090046,0.081777
0.012221,-0.070674
-0.014463,-0.10853
-0.076369,0.00055099
-0.025227,0.028614
-0.024957,0.060927
-0.0010043,0.019819
-0.022809,0.036775
-0.035286,0.066503
-0.012736,-0.0080538
0.0091208,0.04261
0.041502,0.10104
0.058503,-0.012583
0.11574,-0.0664
0.071057,-0.11207
0.13389,-0.036094
0.062456,0.08972
-0.0078773,0.009955
-0.0046083,-0.033438
-0.010758,-0.070694
-0.023261,-0.088499
0.021639,-0.026542
-0.0067937,0.0057694
-0.037964,0.042864
-0.06456,0.081507
-0.022549,-0.02045
-0.053236,-0.033301
-0.085215,-0.047869
0.0092403,-0.033156
0.02438,-0.01299
0.036919,-0.006105
-0.010472,-0.00060997
-0.022189,-0.00081485
0.011301,-0.0028272
0.0074768,-0.0075402
0.012873,-0.0041926
0.022775,0.0014108
0.046523,0.01393
0.0093457,0.042214
0.017267,0.048572
0.032918,0.052188
0.047254,0.044369
0.059178,0.012657
0.072999,-0.03082
0.090143,-0.082377
0.024612,0.030484
0.066778,0.02781
-0.034074,-0.0068374
-0.026427,-0.033395
-0.02548,-0.05775
-0.033721,-0.06889
-0.042425,-0.060291
-0.036506,-0.039572
-0.022256,-0.014196
-0.0063902,0.017349
0.018438,0.059485
0.043652,0.095243
0.028593,0.0045229
0.0027853,0.00031183
-0.027848,-0.017355
-0.069614,-0.05789
0.032589,0.06965
-0.060749,0.028362
0.019228,0.052365
-0.0016176,0.068504
0.0064318,0.025254
-0.0026425,0.010363
0.0080568,0.0080961
0.025549,0.010796
0.048255,0.010627
0.066685,0.0058231
-0.070143,0.018677
-0.068745,0.0055341
-0.055978,-0.002522
-0.040249,-0.019955
-0.025126,-0.036325
-0.0048415,-0.050287
-0.011591,0.019811
0.0072844,-0.0080463
0.045999,-0.033813
0.058582,-0.049043
0.10825,-0.078919
0.0056433,0.098594
0.070351,0.044107
-0.0087322,0.054121
0.034808,0.079647
-0.021077,-0.06815
0.0097862,-0.046998
0.034834,-0.024846
0.054677,-0.00096933
0.014837,0.0069745
-0.030161,0.001018
-0.079308,-0.0036885
-0.12696,-0.014396
0.031911,0.038072
0.014491,0.058057
-0.011549,0.058257
-0.058194,0.058782
0.019815,-0.011078
0.023784,-0.045267
0.013477,0.033127
-0.026735,0.018176
-0.070546,0.0047801
0.044821,-0.03404
-0.013913,0.0053615
-0.052835,-0.024651
-0.10091,-0.05643
0.051993,-0.082962
0.037171,0.0073186
0.08769,-0.028904
0.008828,-0.013813
-0.0068713,-0.055151
0.018959,0.027282
-0.018409,0.020315
-0.068847,0.029913
-0.0011511,0.022758
0.0077932,0.057384
0.034229,0.078079
-0.013452,0.0012865
0.014415,0.041449
0.044432,0.098042
0.038867,0.04203
0.010268,0.03043
0.027018,0.00068975
0.11268,-0.017832
0.1445,0.011025
-0.02484,0.061401
-0.0079586,0.11814
-0.0096169,-0.033831
0.025357,-0.059818
0.04201,-0.015826
0.054927,-0.030367
0.06785,-0.01641
0.077867,0.013128
0.012935,0.0028836
-0.025637,0.046892
-0.063689,0.084417
0.037854,-0.064224
-0.087152,-0.02156
-0.015379,-0.051676
-0.04718,-0.040208
0.017112,0.03808
-0.018452,0.028012
-0.003095,0.015128
-0.04002,0.0018569
-0.075909,-0.017909
-0.098061,-0.029121
-0.013194,-0.068514
0.013305,-0.082543
-0.026047,0.048379
-0.0083763,0.057508
-0.011101,0.070144
-0.01169,0.089548
0.063571,-0.021213
0.066588,-0.0066329
0.075985,0.0048739
0.079294,0.01718
0.06765,0.019531
0.055738,0.02303
0.025278,0.021373
-0.014006,0.0051928
-0.043832,-0.0087289
-0.058666,0.00075381
-0.070294,0.050236
-0.016136,-0.041471
-0.0089735,-0.070523
-0.00058769,-0.098124
0.0024589,-0.12107
-0.028607,-0.09915
0.020275,0.049741
-0.0087421,0.099538
-0.024042,0.11942
0.029995,-0.082553
-0.035143,-0.041628
-0.052891,0.012724
0.045269,-0.0238
0.11498,-0.015979
0.10312,0.0046827
0.16177,-0.024029
0.03638,0.044258
0.065816,0.055924
-0.030409,0.023791
-0.020064,0.009589
-0.015699,0.0064731
-0.021719,0.00095597
-0.023271,-0.015267
-0.025822,-0.033049
-0.033925,-0.046233
-0.045975,-0.052748
0.034704,0.00019546
0.027011,0.0069956
0.021873,0.0097838
0.01219,0.01137
0.013564,0.0086914
0.012837,0.014827
-0.0062525,0.037462
-0.032406,0.067185
-0.015791,0.0039062
-0.070943,-0.025529
-0.12594,-0.066575
-0.052597,0.023792
-0.090166,0.075537
-0.0096984,-0.098566
-0.023974,-0.17177
-0.11793,-0.023425
-0.021636,-0.060008
-0.013515,0.024412
-0.044323,0.025308
0.010616,-0.013968
0.02108,-0.015812
0.039678,-0.021335
-0.035176,-0.0325
-0.0058181,-0.014781
0.0065293,-0.049652
0.0054286,-0.028733
0.049822,-0.020054
0.099445,0.00051155
-0.044809,-0.054734
-0.0021358,-0.091414
0.042493,0.045545
-0.042046,-0.038554
-0.0024958,0.025016
0.024663,0.085983
-0.021068,0.05186
0.015095,0.098104
-0.024127,-0.039595
-0.029611,-0.084919
0.030996,-0.079518
0.055999,-0.070228
0.067079,-0.058366
0.048005,-0.03452
0.022296,-0.0049609
-0.0021691,0.034362
-0.036734,0.079883
0.041136,-0.0090907
0.07457,0.038652
-0.026825,0.048967
-0.011968,0.10944
-0.019498,0.021893
0.00094503,0.090421
-0.035353,0.048597
-0.019334,0.029435
-0.036025,0.087011
-0.023852,0.092125
-0.082532,0.11493
-0.053168,-0.049686
-0.079703,-0.10919
-0.0016397,-0.059683
0.038785,-0.021755
0.034493,-0.069499
0.035625,-0.10064
0.032438,-0.023279
0.03206,-0.041867
0.039975,-0.070169
-0.048322,0.0052013
-0.033006,0.034284
-0.016373,0.072734
-0.00066198,-0.032933
0.044026,-0.077457
0.089824,0.015173
0.027378,-0.04455
0.081656,-0.078754
0.035159,0.036569
0.021913,0.03112
0.057862,0.020127
0.088392,0.006398
0.042955,0.039741
0.059582,0.029107
0.063449,0.024942
0.062294,0.018252
0.061773,0.014027
0.062025,0.0165
0.065111,0.018018
0.061657,0.026699
0.051312,0.045017
0.040692,0.071941
-0.040978,0.009917
-0.043712,0.042807
-0.056658,0.072264
-0.025501,0.051007
-0.059401,0.028523
-0.085407,0.0057945
-0.10302,-0.036096
0.019634,-0.070578
0.078683,-0.073116
-0.03855,0.02078
-0.067378,-0.013328
-0.079152,-0.031413
0.0621,-0.011437
0.042057,-0.007949
0.058395,-0.0080916
0.08085,0.00091626
-0.026337,-0.021349
-0.065765,0.011108
0.073206,0.0014553
-0.00011726,0.034398
-0.0045316,0.058395
0.01021,0.015685
0.0077784,0.068502
-0.011704,0.12027
-0.069916,-0.012666
-0.095924,-0.028448
0.097852,0.041876
0.061211,0.041725
-0.024719,0.017006
-0.0022455,0.020958
0.0044634,0.015367
0.0030234,0.0092855
-0.010299,0.016552
-0.033271,0.0021112
-0.064787,-0.019439
-0.040443,-0.0089185
-0.0027542,-0.02796
0.054018,-0.034349
0.11267,-0.026178
0.031533,-0.087768
0.032952,-0.084218
0.086693,-0.088435
-0.073907,0.029534
-0.11872,-0.00096575
-0.00013643,-0.034124
-0.024413,-0.064922
-0.0071125,0.026909
-0.0077281,0.0076933
0.010219,-0.011643
0.048088,-0.014876
0.0077087,-0.04391
0.06431,-0.060877
0.048664,0.10093
0.044983,0.096867
-0.038321,0.082466
0.072773,-0.011958
0.12354,-0.065012
0.0057325,0.0032356
0.055485,0.013876
-0.013469,0.0040961
0.0007446,0.050843
0.014665,0.088683
-0.036829,-0.038586
-0.032415,-0.012612
-0.038922,0.0195
-0.044743,0.053248
0.057723,0.00083808
0.037289,-0.0031918
0.013258,0.0019175
-0.019554,0.01064
-0.052199,0.015578
-0.034446,0.012804
-0.048644,0.040351
0.036679,0.031884
0.011155,0.022551
-0.023628,0.0080691
-0.064794,0.0041045
-0.11037,0.0042016
0.044996,0.0091673
0.016388,-0.021612
-0.0076756,-0.06051
0.018204,0.024849
0.070692,0.011649
-0.078437,0.008247
0.0014347,0.0015248
0.069653,-0.015138
0.032319,-0.047428
0.043378,-0.091547
0.059622,0.02712
0.10205,0.01978
-0.033474,0.02226
-0.05624,0.0055375
-0.026236,-0.044623
-0.042415,-0.047868
-0.053578,-0.065552
-0.057317,0.039357
-0.072994,0.036716
-0.075243,0.047639
0.035221,-0.012505
0.045281,-0.023146
-0.033925,0.038992
-0.0085255,0.02829
0.033835,0.016426
0.04144,-0.035666
0.10243,-0.014266
0.042205,0.04572
-0.023091,0.063313
0.049018,0.12464
0.078441,0.052893
-0.030837,0.050359
0.053741,0.023276
0.055878,0.038155
0.10361,0.035454
0.14807,0.019567
-0.027944,0.045074
-0.014604,0.06485
-0.012776,0.080855
-0.067899,0.014297
-0.064223,-0.00085911
-0.066414,-0.021815
-0.071576,-0.035233
-0.070532,-0.046572
-0.075951,-0.06123
0.017914,0.062719
0.01584,0.070644
0.010425,0.077214
-0.051574,-0.0406
-0.035661,-0.038201
-0.022782,-0.047377
-0.027727,-0.056198
-0.036528,-0.058146
-0.049145,-0.065984
-0.051946,-0.078854
-0.071883,-0.083653
0.017545,0.048525
0.0012358,0.033319
-0.03889,0.013655
-0.077028,-0.0063671
-0.12465,-0.026044
0.0092799,-1.0304e-05
-0.023436,-0.049895
-0.057977,-0.098088
-0.012112,-0.01765
-0.024906,-0.048231
-0.038962,-0.073731
0.049182,0.012274
0.058379,-0.024373
0.052776,-0.038598
0.046536,-0.032937
0.040566,-0.0066887
0.049484,0.02617
0.048562,0.062595
-0.033283,-0.058366
