-0.028452,0.020956
-0.12117,-0.067123
0.091511,-0.077485
-0.086471,0.087169
0.036224,-0.0051531
-0.031495,-0.00013516
-0.02635,-0.027709
-0.017939,-0.021884
0.071457,0.019076
-0.037573,0.042819
0.010983,0.062126
0.082862,0.034034
0.056318,0.07279
0.0095922,-0.077779
-0.0044875,-0.069574
0.0073767,0.052355
0.026672,0.018021
0.017525,-0.074446
0.001723,0.037992
0.016061,-0.0017502
-0.064312,0.1149
0.00044874,-0.021449
-0.048074,0.039741
-0.063878,-0.052854
-0.025282,-0.069421
-0.037216,0.037433
-0.074218,-0.11471
-0.010257,0.057005
0.020712,-0.043542
-0.046826,-0.035183
0.054356,-0.0023385
-0.062967,-0.035923
-0.045802,0.051033
0.041561,0.11271
-0.032487,-0.0055045
0.049436,0.0097096
0.098352,-0.0042397
0.01407,0.0091062
-0.045144,0.071975
0.038149,0.0033053
-0.0056705,0.0097666
0.0022563,0.045437
0.016871,-0.011564
0.0054044,0.018806
-0.01137,-0.0079
0.017158,-0.037305
0.0012194,-0.0081501
-0.030233,-0.065428
0.0085415,-0.0086617
-0.02563,-0.04139
-0.02665,0.028467
-0.019619,0.026018
-0.032365,-0.03363
0.034331,0.0044231
0.025616,0.042722
-0.010049,0.019988
-0.073365,-0.024276
0.064468,0.078307
0.028074,-0.051354
0.015954,0.097036
0.097597,-0.011493
0.056355,-0.060465
-0.032593,0.063145
0.01987,0.007982
0.011451,0.02156
0.040388,0.0079056
-0.097279,-0.029988
-0.0063457,-0.015912
-0.033376,-0.021402
0.060423,0.026671
-0.063296,0.014234
0.06958,2.2514e-05
0.016608,-0.054804
0.091259,0.031445
-0.089242,0.026797
0.023318,-0.096875
-0.09884,-0.056755
-0.010193,-0.029604
-0.029903,-0.022631
0.028928,-0.02768
0.043746,0.055689
-0.013603,-0.013057
-0.046479,-0.0069123
-0.0056953,-0.091261
0.04415,-0.083792
-0.013072,0.070739
0.051695,0.0076329
-0.018072,0.0053914
-0.020028,-0.077551
-0.076306,0.0089175
0.082289,-0.049879
0.081289,0.031653
-0.047003,-0.10369
0.0091767,0.074909
-0.060262,0.043914
0.051118,-0.0085761
-0.047015,-0.10636
0.032668,-0.065148
0.001959,-0.13188
0.10813,-0.033757
0.025681,-0.063324
0.064757,0.075429
-0.060129,-0.085983
0.016459,0.028976
-0.029118,-0.067112
-0.024789,-0.0059888
-0.013843,-0.056045
-0.078551,-0.032493
0.011318,0.02982
-0.088022,-0.010943
0.05616,0.054707
-0.073313,-0.015841
0.019226,0.013617
0.059717,0.0052575
-0.010559,0.012097
0.028896,-0.0033871
-0.012443,0.035322
-0.044344,-0.046784
-0.015468,0.029601
0.010306,-0.054358
0.097491,-0.011273
-0.10706,-0.011566
-0.0081651,0.069725
-0.044824,-0.013486
-0.031574,0.023206
0.089743,-0.083572
-0.070184,-0.016908
0.073159,0.02157
0.046014,-0.034519
0.034408,-0.082133
-0.0177,-0.019276
-0.0077398,-0.042062
-0.098836,-0.036417
0.082409,0.065319
-0.015833,0.0046579
-0.044586,-0.053367
-0.023383,0.07902
0.019312,0.051818
0.0079399,-0.035412
0.0061354,-0.0064651
-0.0046931,-0.014877
-0.065333,-0.011235
-0.0097623,-0.0081689
-0.031361,0.038536
-0.050808,0.026642
-0.060401,-0.034614
-0.033012,-0.028483
0.025626,-0.048924
0.043436,-0.046249
0.017189,0.021433
0.021579,0.047827
0.029562,0.0062981
0.054289,0.037746
-0.0014318,-0.0053385
-0.019681,0.074589
0.020985,0.041008
0.0922,0.048162
-0.0775,-0.065291
-0.035067,-0.0022901
0.061011,-0.023846
-0.037137,0.091061
-0.022516,-0.10966
-0.020011,-0.010961
0.084277,0.01079
-0.12313,-0.050709
-0.044184,0.0056798
0.079545,-0.080144
0.079572,-0.08105
-0.071361,-0.083782
0.13712,-0.034572
-0.037436,0.052686
0.053706,-0.049624
-0.031069,0.025786
0.060143,0.05055
-0.13702,-0.018863
-0.0013936,0.13527
0.033649,-0.015167
-0.13916,-0.048582
0.083574,-0.046808
-0.10748,-0.003925
-0.02391,-0.016007
0.0047552,0.055733
0.074045,-0.026187
-0.019275,-0.0027021
0.0021455,0.031637
0.0029768,0.0052595
-0.045501,0.013322
-0.027975,-0.088081
0.024253,-0.046891
-0.078593,0.041406
-0.010521,0.010295
-0.050311,-0.034427
-0.036336,0.039515
-0.014498,0.04692
-0.008618,0.041449
0.0040556,0.0028245
0.020707,0.03775
0.035765,0.025093
-0.023362,-0.0055125
0.0050151,-0.034326
0.034599,-0.071854
0.025278,0.0086747
0.073534,-0.039013
-0.042475,-0.066718
-0.0065917,-0.026406
-0.021582,-0.013146
-0.061437,0.034196
-0.025588,0.040438
-0.027217,0.033904
-0.016602,-0.0026667
0.097802,0.018083
0.013113,-0.035064
0.040337,0.093585
-0.10134,-0.063631
-0.03106,0.048895
0.0035761,0.061449
-0.099964,-0.0052513
0.079941,-0.011929
0.020328,0.00090214
0.052592,0.047478
-0.10263,-0.015838
0.050239,0.0070003
0.022694,0.0061588
-0.053118,-0.042636
-0.014205,-0.037863
-0.0087029,-0.049386
0.0045063,-0.034417
0.089396,0.02533
-0.064016,0.038996
-0.06015,0.0061376
-0.013027,0.060415
-0.012482,0.046671
-0.033447,0.012814
-0.057169,-0.031545
-0.035646,0.063786
-0.01601,0.014866
-0.034983,-0.0074453
